《ファイル情報》,,,,,,
,測定項目情報,0x0503,CV ｻｲｸﾘｯｸﾎﾞﾙﾀﾝﾒﾄﾘ,,,
,開始時間,2023/9/19 16:41,,,,
,終了時間,2023/9/19 16:41,,,,
,,,,,,
《測定サンプリングヘッダ》,,,,,,
,データ数,30,,,,
,データ項目数,5,,,,
,,,,,,
《測定データ》,,,,,,
,1 時間t,2 電位E,3 電流I,22 自然電位,4 WE/CE,
,1.00E+00,9.44E-01,0.00E+00,9.44E-01,7.00E-01,
,2.00E+00,9.43E-01,0.00E+00,9.43E-01,7.00E-01,
,3.00E+00,9.43E-01,0.00E+00,9.43E-01,7.00E-01,
,4.00E+00,9.43E-01,0.00E+00,9.43E-01,7.00E-01,
,5.00E+00,9.43E-01,0.00E+00,9.43E-01,7.00E-01,
,6.00E+00,9.42E-01,0.00E+00,9.42E-01,7.00E-01,
,7.00E+00,9.42E-01,0.00E+00,9.42E-01,7.00E-01,
,8.00E+00,9.42E-01,0.00E+00,9.42E-01,7.01E-01,
,9.00E+00,9.42E-01,0.00E+00,9.42E-01,7.01E-01,
,1.00E+01,9.42E-01,0.00E+00,9.42E-01,7.01E-01,
,1.10E+01,9.42E-01,0.00E+00,9.42E-01,7.01E-01,
,1.20E+01,9.41E-01,0.00E+00,9.41E-01,7.01E-01,
,1.30E+01,9.41E-01,0.00E+00,9.41E-01,7.01E-01,
,1.40E+01,9.41E-01,0.00E+00,9.41E-01,7.01E-01,
,1.50E+01,9.41E-01,0.00E+00,9.41E-01,7.01E-01,
,1.60E+01,9.40E-01,0.00E+00,9.40E-01,7.01E-01,
,1.70E+01,9.40E-01,0.00E+00,9.40E-01,7.01E-01,
,1.80E+01,9.40E-01,0.00E+00,9.40E-01,7.01E-01,
,1.90E+01,9.40E-01,0.00E+00,9.40E-01,7.01E-01,
,2.00E+01,9.40E-01,0.00E+00,9.40E-01,7.01E-01,
,2.10E+01,9.39E-01,0.00E+00,9.39E-01,7.01E-01,
,2.20E+01,9.39E-01,0.00E+00,9.39E-01,7.01E-01,
,2.30E+01,9.39E-01,0.00E+00,9.39E-01,7.01E-01,
,2.40E+01,9.39E-01,0.00E+00,9.39E-01,7.01E-01,
,2.50E+01,9.38E-01,0.00E+00,9.38E-01,7.01E-01,
,2.60E+01,9.38E-01,0.00E+00,9.38E-01,7.01E-01,
,2.70E+01,9.38E-01,0.00E+00,9.38E-01,7.01E-01,
,2.80E+01,9.38E-01,0.00E+00,9.38E-01,7.01E-01,
,2.90E+01,9.38E-01,0.00E+00,9.38E-01,7.01E-01,
,3.00E+01,9.37E-01,0.00E+00,9.37E-01,7.01E-01,
,,,,,,
《測定フェイズヘッダ》,,,,,,
,フェイズ情報,0x0602,初期電位保持,,,
,サイクル番号,1,,,,
,測定点数,30,,,,
,,,,,,
《サイクル情報》,,,,,,
,開始時間,2023/9/19 16:41,,,,
,終了時間,2023/9/19 16:42,,,,
,,,,,,
《測定サンプリングヘッダ》,,,,,,
,データ数,30,,,,
,データ項目数,4,,,,
,,,,,,
《測定データ》,,,,,,
,1 時間t,2 電位E,3 電流I,4 WE/CE,,
,1.00E+00,9.37E-01,1.51E-07,7.01E-01,,
,2.00E+00,9.37E-01,1.49E-07,7.02E-01,,
,3.00E+00,9.37E-01,1.64E-07,7.02E-01,,
,4.00E+00,9.37E-01,1.48E-07,7.02E-01,,
,5.00E+00,9.37E-01,1.39E-07,7.02E-01,,
,6.00E+00,9.37E-01,1.49E-07,7.02E-01,,
,7.00E+00,9.37E-01,1.36E-07,7.02E-01,,
,8.00E+00,9.37E-01,1.60E-07,7.03E-01,,
,9.00E+00,9.37E-01,1.57E-07,7.03E-01,,
,1.00E+01,9.37E-01,1.72E-07,7.03E-01,,
,1.10E+01,9.37E-01,1.69E-07,7.03E-01,,
,1.20E+01,9.37E-01,1.49E-07,7.03E-01,,
,1.30E+01,9.37E-01,1.73E-07,7.04E-01,,
,1.40E+01,9.37E-01,1.64E-07,7.04E-01,,
,1.50E+01,9.37E-01,1.66E-07,7.04E-01,,
,1.60E+01,9.37E-01,1.31E-07,7.04E-01,,
,1.70E+01,9.37E-01,1.61E-07,7.05E-01,,
,1.80E+01,9.37E-01,1.56E-07,7.05E-01,,
,1.90E+01,9.37E-01,1.55E-07,7.05E-01,,
,2.00E+01,9.37E-01,1.55E-07,7.05E-01,,
,2.10E+01,9.37E-01,1.58E-07,7.05E-01,,
,2.20E+01,9.37E-01,1.36E-07,7.06E-01,,
,2.30E+01,9.37E-01,1.75E-07,7.06E-01,,
,2.40E+01,9.37E-01,1.67E-07,7.06E-01,,
,2.50E+01,9.37E-01,1.67E-07,7.06E-01,,
,2.60E+01,9.37E-01,1.55E-07,7.06E-01,,
,2.70E+01,9.37E-01,1.74E-07,7.07E-01,,
,2.80E+01,9.37E-01,1.41E-07,7.07E-01,,
,2.90E+01,9.37E-01,1.79E-07,7.07E-01,,
,3.00E+01,9.37E-01,1.73E-07,7.07E-01,,
,,,,,,
《測定フェイズヘッダ》,,,,,,
,フェイズ情報,0x0600,本測定,,,
,サイクル番号,1,,,,
,測定点数,3999,,,,
,,,,,,
《サイクル情報》,,,,,,
,開始時間,2023/9/19 16:42,,,,
,終了時間,2023/9/19 16:48,,,,
,,,,,,
《測定サンプリングヘッダ》,,,,,,
,データ数,3999,,,,
,データ項目数,4,,,,
,,,,,,
《測定データ》,,,,,,
,1 時間t,2 電位E,3 電流I,4 WE/CE,種別,面積
,1.00E-01,9.37E-01,1.49E-07,7.07E-01,カソード,0.070685835
,2.00E-01,9.36E-01,1.71E-07,7.06E-01,カソード,
,3.00E-01,9.35E-01,1.73E-07,7.05E-01,カソード,
,4.00E-01,9.34E-01,1.70E-07,7.04E-01,カソード,
,5.00E-01,9.33E-01,1.67E-07,7.03E-01,カソード,
,6.00E-01,9.32E-01,1.60E-07,7.02E-01,カソード,
,7.00E-01,9.31E-01,1.62E-07,7.01E-01,カソード,
,8.00E-01,9.30E-01,1.59E-07,7.00E-01,カソード,
,9.00E-01,9.29E-01,1.76E-07,6.99E-01,カソード,
,1.00E+00,9.28E-01,1.63E-07,6.98E-01,カソード,
,1.10E+00,9.27E-01,1.60E-07,6.97E-01,カソード,
,1.20E+00,9.26E-01,1.76E-07,6.96E-01,カソード,
,1.30E+00,9.25E-01,1.64E-07,6.95E-01,カソード,
,1.40E+00,9.24E-01,1.59E-07,6.94E-01,カソード,
,1.50E+00,9.23E-01,1.47E-07,6.93E-01,カソード,
,1.60E+00,9.22E-01,1.55E-07,6.92E-01,カソード,
,1.70E+00,9.21E-01,1.48E-07,6.91E-01,カソード,
,1.80E+00,9.20E-01,1.38E-07,6.90E-01,カソード,
,1.90E+00,9.19E-01,1.59E-07,6.89E-01,カソード,
,2.00E+00,9.18E-01,1.58E-07,6.88E-01,カソード,
,2.10E+00,9.17E-01,1.42E-07,6.87E-01,カソード,
,2.20E+00,9.16E-01,1.62E-07,6.86E-01,カソード,
,2.30E+00,9.15E-01,1.73E-07,6.85E-01,カソード,
,2.40E+00,9.14E-01,1.68E-07,6.84E-01,カソード,
,2.50E+00,9.13E-01,1.61E-07,6.83E-01,カソード,
,2.60E+00,9.12E-01,1.73E-07,6.82E-01,カソード,
,2.70E+00,9.11E-01,1.65E-07,6.81E-01,カソード,
,2.80E+00,9.10E-01,1.60E-07,6.80E-01,カソード,
,2.90E+00,9.09E-01,1.33E-07,6.79E-01,カソード,
,3.00E+00,9.08E-01,1.68E-07,6.78E-01,カソード,
,3.10E+00,9.07E-01,1.67E-07,6.77E-01,カソード,
,3.20E+00,9.06E-01,1.45E-07,6.76E-01,カソード,
,3.30E+00,9.05E-01,1.55E-07,6.75E-01,カソード,
,3.40E+00,9.04E-01,1.58E-07,6.74E-01,カソード,
,3.50E+00,9.03E-01,1.65E-07,6.73E-01,カソード,
,3.60E+00,9.02E-01,1.49E-07,6.72E-01,カソード,
,3.70E+00,9.01E-01,1.42E-07,6.71E-01,カソード,
,3.80E+00,9.00E-01,1.56E-07,6.70E-01,カソード,
,3.90E+00,8.99E-01,1.49E-07,6.69E-01,カソード,
,4.00E+00,8.98E-01,1.47E-07,6.68E-01,カソード,
,4.10E+00,8.97E-01,1.61E-07,6.67E-01,カソード,
,4.20E+00,8.96E-01,1.43E-07,6.66E-01,カソード,
,4.30E+00,8.95E-01,1.63E-07,6.65E-01,カソード,
,4.40E+00,8.94E-01,1.71E-07,6.64E-01,カソード,
,4.50E+00,8.93E-01,1.30E-07,6.63E-01,カソード,
,4.60E+00,8.92E-01,1.71E-07,6.62E-01,カソード,
,4.70E+00,8.91E-01,1.47E-07,6.61E-01,カソード,
,4.80E+00,8.90E-01,1.35E-07,6.60E-01,カソード,
,4.90E+00,8.89E-01,1.49E-07,6.59E-01,カソード,
,5.00E+00,8.88E-01,1.42E-07,6.58E-01,カソード,
,5.10E+00,8.87E-01,1.47E-07,6.57E-01,カソード,
,5.20E+00,8.86E-01,1.57E-07,6.56E-01,カソード,
,5.30E+00,8.85E-01,1.48E-07,6.55E-01,カソード,
,5.40E+00,8.84E-01,1.56E-07,6.55E-01,カソード,
,5.50E+00,8.83E-01,1.65E-07,6.53E-01,カソード,
,5.60E+00,8.82E-01,1.53E-07,6.52E-01,カソード,
,5.70E+00,8.81E-01,1.48E-07,6.52E-01,カソード,
,5.80E+00,8.80E-01,1.53E-07,6.51E-01,カソード,
,5.90E+00,8.79E-01,1.67E-07,6.50E-01,カソード,
,6.00E+00,8.78E-01,1.66E-07,6.49E-01,カソード,
,6.10E+00,8.77E-01,1.53E-07,6.48E-01,カソード,
,6.20E+00,8.76E-01,1.57E-07,6.47E-01,カソード,
,6.30E+00,8.75E-01,1.55E-07,6.46E-01,カソード,
,6.40E+00,8.74E-01,1.48E-07,6.45E-01,カソード,
,6.50E+00,8.73E-01,1.14E-07,6.44E-01,カソード,
,6.60E+00,8.72E-01,1.62E-07,6.43E-01,カソード,
,6.70E+00,8.71E-01,1.51E-07,6.42E-01,カソード,
,6.80E+00,8.70E-01,1.52E-07,6.41E-01,カソード,
,6.90E+00,8.69E-01,1.49E-07,6.40E-01,カソード,
,7.00E+00,8.68E-01,1.46E-07,6.39E-01,カソード,
,7.10E+00,8.67E-01,1.62E-07,6.38E-01,カソード,
,7.20E+00,8.66E-01,1.40E-07,6.37E-01,カソード,
,7.30E+00,8.65E-01,1.39E-07,6.36E-01,カソード,
,7.40E+00,8.64E-01,1.58E-07,6.35E-01,カソード,
,7.50E+00,8.63E-01,1.64E-07,6.34E-01,カソード,
,7.60E+00,8.62E-01,1.51E-07,6.33E-01,カソード,
,7.70E+00,8.61E-01,1.29E-07,6.32E-01,カソード,
,7.80E+00,8.60E-01,1.40E-07,6.31E-01,カソード,
,7.90E+00,8.59E-01,1.60E-07,6.30E-01,カソード,
,8.00E+00,8.58E-01,1.59E-07,6.29E-01,カソード,
,8.10E+00,8.57E-01,1.46E-07,6.28E-01,カソード,
,8.20E+00,8.56E-01,1.42E-07,6.27E-01,カソード,
,8.30E+00,8.55E-01,1.56E-07,6.26E-01,カソード,
,8.40E+00,8.54E-01,1.23E-07,6.25E-01,カソード,
,8.50E+00,8.53E-01,1.46E-07,6.24E-01,カソード,
,8.60E+00,8.52E-01,1.14E-07,6.23E-01,カソード,
,8.70E+00,8.51E-01,1.46E-07,6.22E-01,カソード,
,8.80E+00,8.50E-01,1.40E-07,6.21E-01,カソード,
,8.90E+00,8.49E-01,1.46E-07,6.20E-01,カソード,
,9.00E+00,8.48E-01,1.35E-07,6.19E-01,カソード,
,9.10E+00,8.47E-01,1.30E-07,6.18E-01,カソード,
,9.20E+00,8.46E-01,1.42E-07,6.17E-01,カソード,
,9.30E+00,8.45E-01,1.19E-07,6.16E-01,カソード,
,9.40E+00,8.44E-01,1.43E-07,6.15E-01,カソード,
,9.50E+00,8.43E-01,1.30E-07,6.14E-01,カソード,
,9.60E+00,8.42E-01,1.31E-07,6.13E-01,カソード,
,9.70E+00,8.41E-01,1.02E-07,6.12E-01,カソード,
,9.80E+00,8.40E-01,1.44E-07,6.11E-01,カソード,
,9.90E+00,8.39E-01,1.46E-07,6.10E-01,カソード,
,1.00E+01,8.38E-01,1.31E-07,6.09E-01,カソード,
,1.01E+01,8.37E-01,1.24E-07,6.08E-01,カソード,
,1.02E+01,8.36E-01,1.00E-07,6.07E-01,カソード,
,1.03E+01,8.35E-01,1.20E-07,6.06E-01,カソード,
,1.04E+01,8.34E-01,1.19E-07,6.05E-01,カソード,
,1.05E+01,8.33E-01,1.24E-07,6.04E-01,カソード,
,1.06E+01,8.32E-01,1.03E-07,6.03E-01,カソード,
,1.07E+01,8.31E-01,1.03E-07,6.02E-01,カソード,
,1.08E+01,8.30E-01,1.16E-07,6.01E-01,カソード,
,1.09E+01,8.29E-01,1.08E-07,6.00E-01,カソード,
,1.10E+01,8.28E-01,8.67E-08,5.99E-01,カソード,
,1.11E+01,8.27E-01,1.18E-07,5.98E-01,カソード,
,1.12E+01,8.26E-01,1.14E-07,5.97E-01,カソード,
,1.13E+01,8.25E-01,9.73E-08,5.96E-01,カソード,
,1.14E+01,8.24E-01,5.77E-08,5.95E-01,カソード,
,1.15E+01,8.23E-01,9.40E-08,5.94E-01,カソード,
,1.16E+01,8.22E-01,1.03E-07,5.93E-01,カソード,
,1.17E+01,8.21E-01,1.08E-07,5.92E-01,カソード,
,1.18E+01,8.20E-01,9.11E-08,5.91E-01,カソード,
,1.19E+01,8.19E-01,6.56E-08,5.90E-01,カソード,
,1.20E+01,8.18E-01,1.08E-07,5.89E-01,カソード,
,1.21E+01,8.17E-01,1.05E-07,5.88E-01,カソード,
,1.22E+01,8.16E-01,7.73E-08,5.87E-01,カソード,
,1.23E+01,8.15E-01,7.68E-08,5.86E-01,カソード,
,1.24E+01,8.14E-01,4.61E-08,5.85E-01,カソード,
,1.25E+01,8.13E-01,8.63E-08,5.84E-01,カソード,
,1.26E+01,8.12E-01,8.38E-08,5.83E-01,カソード,
,1.27E+01,8.11E-01,9.68E-08,5.82E-01,カソード,
,1.28E+01,8.10E-01,6.34E-08,5.81E-01,カソード,
,1.29E+01,8.09E-01,6.28E-08,5.80E-01,カソード,
,1.30E+01,8.08E-01,8.43E-08,5.79E-01,カソード,
,1.31E+01,8.07E-01,5.77E-08,5.79E-01,カソード,
,1.32E+01,8.06E-01,9.58E-08,5.77E-01,カソード,
,1.33E+01,8.05E-01,6.27E-08,5.76E-01,カソード,
,1.34E+01,8.04E-01,8.03E-08,5.76E-01,カソード,
,1.35E+01,8.03E-01,7.67E-08,5.74E-01,カソード,
,1.36E+01,8.02E-01,8.27E-08,5.73E-01,カソード,
,1.37E+01,8.01E-01,7.79E-08,5.73E-01,カソード,
,1.38E+01,8.00E-01,6.14E-08,5.71E-01,カソード,
,1.39E+01,7.99E-01,3.48E-08,5.70E-01,カソード,
,1.40E+01,7.98E-01,7.11E-08,5.70E-01,カソード,
,1.41E+01,7.97E-01,6.30E-08,5.68E-01,カソード,
,1.42E+01,7.96E-01,5.72E-08,5.67E-01,カソード,
,1.43E+01,7.95E-01,6.15E-08,5.67E-01,カソード,
,1.44E+01,7.94E-01,6.18E-08,5.66E-01,カソード,
,1.45E+01,7.93E-01,6.80E-08,5.64E-01,カソード,
,1.46E+01,7.92E-01,3.89E-08,5.64E-01,カソード,
,1.47E+01,7.91E-01,5.28E-08,5.63E-01,カソード,
,1.48E+01,7.90E-01,5.93E-08,5.62E-01,カソード,
,1.49E+01,7.89E-01,2.40E-08,5.61E-01,カソード,
,1.50E+01,7.88E-01,5.91E-08,5.60E-01,カソード,
,1.51E+01,7.87E-01,4.32E-08,5.58E-01,カソード,
,1.52E+01,7.86E-01,1.94E-08,5.58E-01,カソード,
,1.53E+01,7.85E-01,5.01E-08,5.57E-01,カソード,
,1.54E+01,7.84E-01,4.43E-08,5.56E-01,カソード,
,1.55E+01,7.83E-01,4.24E-08,5.55E-01,カソード,
,1.56E+01,7.82E-01,3.55E-08,5.54E-01,カソード,
,1.57E+01,7.81E-01,3.67E-08,5.53E-01,カソード,
,1.58E+01,7.80E-01,3.39E-08,5.52E-01,カソード,
,1.59E+01,7.79E-01,6.02E-08,5.51E-01,カソード,
,1.60E+01,7.78E-01,2.35E-08,5.50E-01,カソード,
,1.61E+01,7.77E-01,3.91E-08,5.49E-01,カソード,
,1.62E+01,7.76E-01,4.24E-08,5.48E-01,カソード,
,1.63E+01,7.75E-01,4.42E-08,5.47E-01,カソード,
,1.64E+01,7.74E-01,3.86E-08,5.46E-01,カソード,
,1.65E+01,7.73E-01,3.99E-08,5.45E-01,カソード,
,1.66E+01,7.72E-01,3.92E-08,5.44E-01,カソード,
,1.67E+01,7.71E-01,3.04E-08,5.43E-01,カソード,
,1.68E+01,7.70E-01,3.11E-08,5.42E-01,カソード,
,1.69E+01,7.69E-01,3.21E-08,5.41E-01,カソード,
,1.70E+01,7.68E-01,2.17E-08,5.40E-01,カソード,
,1.71E+01,7.67E-01,3.12E-08,5.39E-01,カソード,
,1.72E+01,7.66E-01,2.08E-08,5.38E-01,カソード,
,1.73E+01,7.65E-01,9.82E-09,5.37E-01,カソード,
,1.74E+01,7.64E-01,1.98E-08,5.36E-01,カソード,
,1.75E+01,7.63E-01,3.23E-08,5.35E-01,カソード,
,1.76E+01,7.62E-01,2.26E-08,5.34E-01,カソード,
,1.77E+01,7.61E-01,3.38E-08,5.33E-01,カソード,
,1.78E+01,7.60E-01,2.65E-08,5.32E-01,カソード,
,1.79E+01,7.59E-01,2.53E-08,5.31E-01,カソード,
,1.80E+01,7.58E-01,2.26E-08,5.30E-01,カソード,
,1.81E+01,7.57E-01,2.20E-08,5.29E-01,カソード,
,1.82E+01,7.56E-01,8.05E-09,5.28E-01,カソード,
,1.83E+01,7.55E-01,2.77E-08,5.27E-01,カソード,
,1.84E+01,7.54E-01,2.07E-08,5.26E-01,カソード,
,1.85E+01,7.53E-01,1.84E-08,5.25E-01,カソード,
,1.86E+01,7.52E-01,1.65E-08,5.24E-01,カソード,
,1.87E+01,7.51E-01,2.29E-08,5.23E-01,カソード,
,1.88E+01,7.50E-01,9.12E-09,5.22E-01,カソード,
,1.89E+01,7.49E-01,9.38E-09,5.21E-01,カソード,
,1.90E+01,7.48E-01,3.53E-09,5.20E-01,カソード,
,1.91E+01,7.47E-01,1.92E-08,5.19E-01,カソード,
,1.92E+01,7.46E-01,-1.21E-08,5.18E-01,カソード,
,1.93E+01,7.45E-01,1.42E-08,5.17E-01,カソード,
,1.94E+01,7.44E-01,-2.09E-08,5.16E-01,カソード,
,1.95E+01,7.43E-01,1.30E-08,5.15E-01,カソード,
,1.96E+01,7.42E-01,9.37E-09,5.14E-01,カソード,
,1.97E+01,7.41E-01,-1.11E-08,5.13E-01,カソード,
,1.98E+01,7.40E-01,-4.47E-09,5.12E-01,カソード,
,1.99E+01,7.39E-01,-4.42E-09,5.11E-01,カソード,
,2.00E+01,7.38E-01,-1.20E-08,5.10E-01,カソード,
,2.01E+01,7.37E-01,-1.53E-08,5.09E-01,カソード,
,2.02E+01,7.36E-01,-7.78E-09,5.08E-01,カソード,
,2.03E+01,7.35E-01,-1.03E-08,5.07E-01,カソード,
,2.04E+01,7.34E-01,-3.24E-08,5.06E-01,カソード,
,2.05E+01,7.33E-01,-7.98E-09,5.05E-01,カソード,
,2.06E+01,7.32E-01,-2.95E-08,5.04E-01,カソード,
,2.07E+01,7.31E-01,-1.49E-08,5.03E-01,カソード,
,2.08E+01,7.30E-01,-4.37E-08,5.02E-01,カソード,
,2.09E+01,7.29E-01,-4.54E-08,5.01E-01,カソード,
,2.10E+01,7.28E-01,-2.70E-08,5.00E-01,カソード,
,2.11E+01,7.27E-01,-4.83E-08,4.99E-01,カソード,
,2.12E+01,7.26E-01,-6.00E-08,4.98E-01,カソード,
,2.13E+01,7.25E-01,-3.05E-08,4.97E-01,カソード,
,2.14E+01,7.24E-01,-2.66E-08,4.96E-01,カソード,
,2.15E+01,7.23E-01,-4.05E-08,4.95E-01,カソード,
,2.16E+01,7.22E-01,-3.11E-08,4.94E-01,カソード,
,2.17E+01,7.21E-01,-4.33E-08,4.93E-01,カソード,
,2.18E+01,7.20E-01,-4.28E-08,4.92E-01,カソード,
,2.19E+01,7.19E-01,-4.09E-08,4.91E-01,カソード,
,2.20E+01,7.18E-01,-3.95E-08,4.90E-01,カソード,
,2.21E+01,7.17E-01,-4.08E-08,4.89E-01,カソード,
,2.22E+01,7.16E-01,-2.28E-08,4.88E-01,カソード,
,2.23E+01,7.15E-01,-5.50E-08,4.87E-01,カソード,
,2.24E+01,7.14E-01,-5.31E-08,4.86E-01,カソード,
,2.25E+01,7.13E-01,-3.69E-08,4.85E-01,カソード,
,2.26E+01,7.12E-01,-3.90E-08,4.84E-01,カソード,
,2.27E+01,7.11E-01,-5.95E-08,4.83E-01,カソード,
,2.28E+01,7.10E-01,-5.25E-08,4.82E-01,カソード,
,2.29E+01,7.09E-01,-4.53E-08,4.81E-01,カソード,
,2.30E+01,7.08E-01,-4.62E-08,4.80E-01,カソード,
,2.31E+01,7.07E-01,-5.34E-08,4.79E-01,カソード,
,2.32E+01,7.06E-01,-4.68E-08,4.78E-01,カソード,
,2.33E+01,7.05E-01,-7.51E-08,4.77E-01,カソード,
,2.34E+01,7.04E-01,-7.51E-08,4.76E-01,カソード,
,2.35E+01,7.03E-01,-5.69E-08,4.75E-01,カソード,
,2.36E+01,7.02E-01,-7.53E-08,4.74E-01,カソード,
,2.37E+01,7.01E-01,-7.62E-08,4.73E-01,カソード,
,2.38E+01,7.00E-01,-6.73E-08,4.72E-01,カソード,
,2.39E+01,6.99E-01,-5.98E-08,4.71E-01,カソード,
,2.40E+01,6.98E-01,-8.48E-08,4.70E-01,カソード,
,2.41E+01,6.97E-01,-1.04E-07,4.69E-01,カソード,
,2.42E+01,6.96E-01,-8.05E-08,4.68E-01,カソード,
,2.43E+01,6.95E-01,-1.24E-07,4.67E-01,カソード,
,2.44E+01,6.94E-01,-6.92E-08,4.66E-01,カソード,
,2.45E+01,6.93E-01,-1.14E-07,4.65E-01,カソード,
,2.46E+01,6.92E-01,-9.71E-08,4.64E-01,カソード,
,2.47E+01,6.91E-01,-9.52E-08,4.63E-01,カソード,
,2.48E+01,6.90E-01,-1.18E-07,4.62E-01,カソード,
,2.49E+01,6.89E-01,-8.59E-08,4.61E-01,カソード,
,2.50E+01,6.88E-01,-1.21E-07,4.60E-01,カソード,
,2.51E+01,6.87E-01,-1.61E-07,4.59E-01,カソード,
,2.52E+01,6.86E-01,-1.23E-07,4.58E-01,カソード,
,2.53E+01,6.85E-01,-8.87E-08,4.57E-01,カソード,
,2.54E+01,6.84E-01,-1.21E-07,4.56E-01,カソード,
,2.55E+01,6.83E-01,-1.08E-07,4.55E-01,カソード,
,2.56E+01,6.82E-01,-1.52E-07,4.54E-01,カソード,
,2.57E+01,6.81E-01,-1.16E-07,4.53E-01,カソード,
,2.58E+01,6.80E-01,-1.23E-07,4.52E-01,カソード,
,2.59E+01,6.79E-01,-1.36E-07,4.51E-01,カソード,
,2.60E+01,6.78E-01,-1.38E-07,4.50E-01,カソード,
,2.61E+01,6.77E-01,-1.49E-07,4.49E-01,カソード,
,2.62E+01,6.76E-01,-1.35E-07,4.48E-01,カソード,
,2.63E+01,6.75E-01,-1.29E-07,4.47E-01,カソード,
,2.64E+01,6.74E-01,-1.58E-07,4.46E-01,カソード,
,2.65E+01,6.73E-01,-1.53E-07,4.45E-01,カソード,
,2.66E+01,6.72E-01,-1.51E-07,4.44E-01,カソード,
,2.67E+01,6.71E-01,-1.76E-07,4.43E-01,カソード,
,2.68E+01,6.70E-01,-2.05E-07,4.42E-01,カソード,
,2.69E+01,6.69E-01,-1.89E-07,4.41E-01,カソード,
,2.70E+01,6.68E-01,-2.22E-07,4.40E-01,カソード,
,2.71E+01,6.67E-01,-2.43E-07,4.39E-01,カソード,
,2.72E+01,6.66E-01,-1.95E-07,4.38E-01,カソード,
,2.73E+01,6.65E-01,-1.77E-07,4.37E-01,カソード,
,2.74E+01,6.64E-01,-1.86E-07,4.36E-01,カソード,
,2.75E+01,6.63E-01,-2.08E-07,4.35E-01,カソード,
,2.76E+01,6.62E-01,-2.43E-07,4.34E-01,カソード,
,2.77E+01,6.61E-01,-2.23E-07,4.33E-01,カソード,
,2.78E+01,6.60E-01,-2.53E-07,4.32E-01,カソード,
,2.79E+01,6.59E-01,-2.37E-07,4.31E-01,カソード,
,2.80E+01,6.58E-01,-2.90E-07,4.30E-01,カソード,
,2.81E+01,6.57E-01,-2.61E-07,4.29E-01,カソード,
,2.82E+01,6.56E-01,-2.72E-07,4.28E-01,カソード,
,2.83E+01,6.55E-01,-2.95E-07,4.27E-01,カソード,
,2.84E+01,6.54E-01,-3.18E-07,4.26E-01,カソード,
,2.85E+01,6.53E-01,-3.48E-07,4.25E-01,カソード,
,2.86E+01,6.52E-01,-3.21E-07,4.24E-01,カソード,
,2.87E+01,6.51E-01,-3.48E-07,4.23E-01,カソード,
,2.88E+01,6.50E-01,-3.20E-07,4.22E-01,カソード,
,2.89E+01,6.49E-01,-3.37E-07,4.21E-01,カソード,
,2.90E+01,6.48E-01,-3.75E-07,4.20E-01,カソード,
,2.91E+01,6.47E-01,-3.80E-07,4.19E-01,カソード,
,2.92E+01,6.46E-01,-3.46E-07,4.18E-01,カソード,
,2.93E+01,6.45E-01,-4.30E-07,4.17E-01,カソード,
,2.94E+01,6.44E-01,-3.86E-07,4.16E-01,カソード,
,2.95E+01,6.43E-01,-4.22E-07,4.15E-01,カソード,
,2.96E+01,6.42E-01,-4.21E-07,4.13E-01,カソード,
,2.97E+01,6.41E-01,-4.33E-07,4.13E-01,カソード,
